Text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
Haan 5 10 mint ho gy chala gya wapis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr peef ka pata kia ha?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hmmmm ..... abi thori thori grdn sambhalti he .  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rany 2 registr lye han...ik tera or ik apna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mera sth ku bt ne kr rae . Mai ne kia galti ki ha?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Han caps se pichay carpet ke shop ha waha a jao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hstl ki lisy ka kya krnaa h ab tu ny????
Oaay madih DI ho gya  . . Pata chala???
Haaainnnnn :O form jma kraya thaa ???
Haaan haaaan bikul ..   puri tarhaa mehnat karin !! IR b h naa :-D 
nai to . .  hm ny khan krwamay thy . .  pata e nai tha kab hny thy",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Kuj nai janb hna ki aee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kbi kehta ha mlny ko dil ha kbi kehta a ni rha,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microsoft Azure k baray mein prhna.it is a really good database n we can use it,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hahahah to bnda dusro k liay e krr dytaaa,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr bht aur wo to gari k oper aur wajid mere oper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kehta hun uncle zra jana he assignment bnany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nae abhi tou start b nae ki :),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr pta nai late ho jao ga aj!,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yar os ka number band ja raha hai,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bhai papa sai pucho mandi chalain plz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
un k mind m pahly bt ti ab ni hai dnt wry,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
last nd final 6 bje tk...ic say ziada ni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wo just es liye hota hy address ... Check book and ATM card ... Ghr aata hy ... Post k zriye ...  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yaar usman ka number daina Ö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Yar kya pata mil jye koi raksh.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yar wasem ko pata chal jay ga.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Goood morning
jummma mubarik
stay blessed",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ja yr kxh ni h0na tha tm b na bs,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
okay ... Agr wo mil jay to zada acha hy. ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in case of shortage of memory must know how to make space in memory....,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeah we can do it bs tu aa ja phr dekhy hen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"ghar nae aya me abhe tak,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"net se dekh le koi compiler aur kr le install..,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Han yar..lkn yahan ac nai allowed or coolers b kam nahi kr rahe ajkul zada :),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Yr wo khar lae gae na.to btaye jb pounch jaye to.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ok wahan phnch jaen 11 tk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ofcourse tum nahi kr rahi. In case koi or offer kre gy tw how I can deny her :p ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ma automata prh raha ho d section ma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
its depend on ur thnkng level...ab mjy kya pata kn kya sochta ha about me...dmn care,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thesis to bht late ho jay ga,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hahhahahahha :-D to dua e ulti krr lia krro :-P ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
English nai ati tau na bulu .,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lahore kab a raha hay tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nae nae gou mae he eid karne ha :-P ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tum shaikh ho gai ho kya?????,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ni bechy ghar h han un k...un k pas unki phupo aa gyi han rahny k lie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghr jaa ra hn orientation sy wapis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghar say niklo gay to msg kar dena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ni mene ni jana dost ny jana ay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Or  aj kal kya kr rahy ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Han wo jo dost thy gaon mily thy ... Jo chawal bna rhy thy un mai sy ak ki wife ko .... ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wo mint to fzol main zaya ho rhay hain xarr,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Oja oye tension dy rahy hu tm tu,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeah white people have shitty spots on their faces I noticed that thing.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mainay krlia hua kaam sir ka. ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mai pasrur k pas a chuka hn.45 mint tk pohanch jao ga,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tu nai gia tha..... :P Imran Shaikh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
New mbile aur no treat kam khrb ha boss :-P ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Itsnot fiar btaya q ni tm ne?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yr mjhe bilkul b pta ni tha k tri shop py kb kam hta h ya ni...,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hahahahaha parrty party party....feeling cake cake,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
please bring  double sheets as told for Ps test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tmhare account ma paise a gye check kar lo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yar aaj lecture kn kn sa hai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
W a send an email about meeting time to me and madam. Wslm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Us se mlny ko dil ni krta.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
waooooooooooooooooooooooooooo malik so nice ? ?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Yr wo bs bs bat kharthe waqt  moo say nikal gaye.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mera sultan dekh rhe ho aj kal heavy hua wa ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Highest gpa  is baar b ampere ka hi ha 3.89 wesy farwa ka b ho sakta ha us ka mujy pta nai  ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kya kehna h usy smjhao ga k xr aisa mat kro ku k aj ki life ma xe sb jh0ot h ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Right side PR option Kal button ho ga us ko click krae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chal tw phnch..ma b phnch jata hun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yr band h wo log publicty krny k lyai jarhy hain sary lake city wapda town etc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yar dykhty abi humari kuch khas tyari b nai hy. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hahahha chal sahi hai nahi howa to terau rough walay meray :P ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Massallah bazo lamba kri ja raha ha bas,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lhr kb a rha ha tu ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kam krti to itni moti na hoti,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thk ha jnb send or do ga,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"me apny sy ni keh rha just prove dekh ....
wazo k bary me prove tjy quran sy dya or bidat hasnna ka prove tjy muslim shareef sy diya",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mere pas ak bhi pesa nahi . Petrol ke liye bhi pese momin se le kar gaya hun . A kar de jata hun ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ma khana kha rha tha cell abhi dikha ha. Han lay ao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jaldi aa na phr khana b khana ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Papa p0hnch gy hn wo nechy khry hn jeldi jaun,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zohab o main road pe utar di ma pick kr lon ga usko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hawn na har koi marta n still chance maar rhy k shyd moka mil jay u.e fellows ko,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
per yrr mjy ni lgta wo kr sky ga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Year dua kar sub thk hi ho muskil sy Jan chute,",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
I am a drug addict without his drug right now you can't expect me to act sanely.I'm not normal right now n I can do anything that people wont expect me to like killing people,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr sms wali slides hain tere pas?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Yar mai nai jo d.e ka homework ki submission thursday likhi hoi hqi copy par monday ko sirf quiz hai
Mam sai cnfrm kr lai aik dafa thursday hi submission hai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haan yr kbi kbi lgta hta ha k glti ki ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ghr mai mama k pas r kahan huna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kub tak aana hai wapis ??,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr ab bhai ke shadi hy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Yar ye log nahi bna k de rhehe.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pakistan banny sy phly ki.... :P Tahir Khilji,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Yar mara ab 15 ko paper hy next .... So mujy koi kam nai hy university ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hhahahahah jado koi gal na aye fer chawal e lagdi ey....,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nahi Yara abbu keh rhy hain k rehny do,,,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
K un ko time dain ap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
To Ami abu ne bnwai hi nahi to me kya krn?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"One day 10 rupee
Three days. 18 rupeed",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr bahir waly ady phar utarna ha ya andhar waley.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
wo to thk. bthny ka time b ab ni mlta.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
yar tw apna mjy mail kr da ma compare kr leta hun...subh sir ko lab ma dkhana b ha smjha kr na,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nhi a gya hwa hn room ma e hn yar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr mje teri behan bht pasand ha,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Me ne presentation discuss krni hai..,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Yr subha fahad result card daena ha. Yad say.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JANU I WIL SEND U 20MSG IN NYT,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Han kuch nahi parh ra tha ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zakham nai hua bs chalny huay drd hoti hy. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
kia bachy hain tmhry jin ko time dena hota ha,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
han m ny b yahi socha,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Main 10 minute bad guliana say nikal parhon ga. ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pay a gae hai tm ne check ki?daikh yar kitna increament lga hai.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aty hn half hour tk jna na kahyn,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Meri erp lab b merii oti wahan koi nae ata hy until n unless koi training n study lecture na o n uni main privacy kabi nae milti cz im a lecturer naa every1 knw me,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ye kahin khayaban-e-amin ko to nhi tkleef h :'(,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ye pta mjhe psychology prhne ki waja se chlta hai AI se nai. You are a pushover ie you offer very little resistance to what someone else wants to do and back down easily,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"W a
Wil com on sunday insha Allah. Wslm",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Saray mou pe phail jaye giii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yas star khan ho on krna please,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yara bukhaar tha doctor k pass gya tha ,,,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pr papa ko rishty ki pari na,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yar tum reply to kr dia kro time pey.  Chalo next time btaoon ga ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mje ni lgta bs tm kahti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Form dena thaa uska depty directr ko dia wo kehta ma khud karwa lu ga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nahi 1 ganty ka test ho ga tum w8 kar Lena.!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Or kaam he ho raha hy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sach may.poch ly taj sy.wo keh rha tha said ko boly mujy call kr lay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yrr ek min mai dekh k btata ho :D,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
kuj ni yr news daikh ra hn waili awam daikh ra hn or kia :-P :-P :-P,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thek hojae ge , bemaar hai iswaja, she needs your proper attention bhai",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Uff ho0o aj zoo gae. Chal chal ka tango ka burgus bn gya ;-) ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
chal sahi hy ab mehnat kr ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
To pirr sunao gar bat ni hwi yah aur ksi say bi ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pgl ho unho ny mje khufld kaha tha,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yaar gari ka masla hoo raha hai..... Ab shaied cuzn ko dayjaon Wo late jama karwaiye ga....toy kistarhan jaaie GA??,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Uni mai kr k aaya hu..n dimag ful hai,or jaga nae",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suny bs dua krna Allah bhtr krain api k haq m wo bht ache hn ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"teri ab mjhe samjh nae ati bilkul,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fazan main abi bahut dhor hon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
krrr lo..jasy krna...100 ya 200 kr h lta huun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
May bas 5 min tak aya,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ma khana khaa k namaz parh k  mama k sath ao ga,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Maria bji apka login id kia hay net ka hostel wale?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waqas kitni dair ma a rahe ho yar juldi a jao yar,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yup baby i knw i can easily open n say anythng to u thts y u r my bestieee :* ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
us k num thk ni lagy mje,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
papa ko to aa lny do pasy lny hn un sy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kia hua jay arm ko teray ?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tu tnsn na le tje to kafi bnde churane aa jate! :-D  ,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hlo to n aj jana h,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Main net cafe gya tha 7:15 pr pf k lectures download kiya or fb sy wo question wali pic li hy but lab waly documents nahi mily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Subha ana ha yr apv he nahi milhe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mai bht bewakof hu..n aagar tmhe koi baat buri lgi hai to jb tak thek se btao gi ni,muje smjh nae aaye gi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
uthy kairi bachi aa gai khai vich.....??? ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Hi sweety 
How r u ?:-) ",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Yar us ki class alada bnani ha.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ab ma ny tery sy khana ha.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ja o0o ja drama na kar :-O ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
I have explained everything to the students.They want to meet you now.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khala mama k id card leny aia ta mil gya h frc k pta krun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keh tu bht dafa rae thi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hn yr ku nh zar0or. wsy aj to mble chr dta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tm se he zada hai, saad se b hojati kbi, aur ak dafa taimour se, faisal calculus ka kbi smjh leta hai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jani me abi otha hun cals ai hen apki khariat to ha na?,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ok sir g . . . . . . Aur koi nai tazi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
han tmari cl aai ti mjy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jana dy yr. Mausam ku zror fark para ha likn abi dhand kha ai ha?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K yah Roz bat karo yah karo hi na ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Main thokar aa rha hn ... Tyota yahan se nikal para hai ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Joiya saab admn opn ha 29 last date ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mari sajid say bat hwi thi fb pay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sir i have sent email regarding that letter plz check out,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sham hotay hi charagon ko bujha deta hon...... Dil hi kafi hy teri yad mein jalny k liye,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Final shaed pra hove,
Vese mid zubani yad a tqreeban",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ok meine aj wali white n green polo shirt phni hogi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
to bohat saaf hai :P yaar dekh lay fariha ko masla hota hai bus .... Or nabea bhi shaied mind karay ..... Baki ka masla nahi,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Yr wsy e plan bna tha or ap bht jaldi uth jaty ho :D,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wo call ni pick kr raha ma n 6 bar ki ha ab ma n ni krni,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"neo lac Bel0w 1 m0nth.
ye do0dh k dibby ka naam h.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wo AJ APNE czn ka sat abhi wo kar rhe th jo nai karna chayee th.afsos.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kr dy hn wapis is sa achy to mery pas hn.. ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"irsa.. roz USB lena bhul jatu hun, kl le ana mene mbyl me copy krni hn cheezen.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nae Tera wait kr rae main mil k khaty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
or mjhe ye tha k r0z ki trha tu sh0p par or ghr k kaam etc ma busy h ga.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sir g wo koi masla nai hy ..... But aaj bank band hain hahahahah saturday hy ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"W.a.
Please come at 3:10 in dr umair office",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hahahhaa . ..  q kaam ni hvaa is dafa???? :-P ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Oks das dayu jo bi final ho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mama ni jaingi ap k sth jna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Thora shampoo le ain chupa kar :P ,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
joo safri park jany k liyee road murty osi road py left py mur k first gali as a road kah lo wahan agy ja k hostel h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Try to sleep.koi tablet lay lou.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Han to itni dr wait hota ha or ktna,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nae m satrdy ko aun ge ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
